AttendingPhysician_ID,AttendingPhysician
78786,PHY392862
78787,PHY345631
78788,PHY395951
78789,PHY433166
78790,PHY427747
78791,PHY334474
78792,PHY386651
78793,PHY416221
78794,PHY337538
78795,PHY415647
78796,PHY378755
78797,PHY336675
78798,PHY364208
78799,PHY395264
78800,PHY406766
78801,PHY377276
78802,PHY343927
78803,PHY433835
78804,PHY323315
78805,PHY410018
78806,PHY391907
78807,PHY353883
78808,PHY377143
78809,PHY403920
78810,PHY332275
78811,PHY342220
78812,PHY403850
78813,PHY417001
78814,PHY363721
78815,PHY360151
78816,PHY414751
78817,PHY358188
78818,PHY345750
78819,PHY340631
78820,PHY337985
78821,PHY419863
78822,PHY360236
78823,PHY349646
78824,PHY332665
78825,PHY408601
78826,PHY396335
78827,PHY358125
78828,PHY410939
78829,PHY378749
78830,PHY419084
78831,PHY395412
78832,PHY371569
78833,PHY319123
78834,PHY422816
78835,PHY324988
78836,PHY421899
78837,PHY367898
78838,PHY365700
78839,PHY419797
78840,PHY350053
78841,PHY339427
78842,PHY320580
78843,PHY362732
78844,PHY416146
78845,PHY389396
78846,PHY364967
78847,PHY311576
78848,PHY377656
78849,PHY397803
78850,PHY348159
78851,PHY355962
78852,PHY372967
78853,PHY384628
78854,PHY356316
78855,PHY376421
78856,PHY319880
78857,PHY409409
78858,PHY399293
78859,PHY425154
78860,PHY341264
78861,PHY350103
78862,PHY396262
78863,PHY370072
78864,PHY344786
78865,PHY413619
78866,PHY399767
78867,PHY335590
78868,PHY328340
78869,PHY325300
78870,PHY433881
78871,PHY325275
78872,PHY391360
78873,PHY351981
78874,PHY364034
78875,PHY318772
78876,PHY313089
78877,PHY324394
78878,PHY423982
78879,PHY370918
78880,PHY316664
78881,PHY322800
78882,PHY368164
78883,PHY372086
78884,PHY370501
78885,PHY328020
78886,PHY334095
78887,PHY389431
78888,PHY426842
78889,PHY383409
78890,PHY320382
78891,PHY322717
78892,PHY342587
78893,PHY388319
78894,PHY336159
78895,PHY321357
78896,PHY353545
78897,PHY434047
78898,PHY413638
78899,PHY419738
78900,PHY380149
78901,PHY428338
78902,PHY313426
78903,PHY328521
78904,PHY356289
78905,PHY347738
78906,PHY311127
78907,PHY327180
78908,PHY378231
78909,PHY409952
78910,PHY353148
78911,PHY313132
78912,PHY385288
78913,PHY424653
78914,PHY400382
78915,PHY399836
78916,PHY347259
78917,PHY347328
78918,PHY372718
78919,PHY326204
78920,PHY354699
78921,PHY423616
78922,PHY347126
78923,PHY419589
78924,PHY396939
78925,PHY331128
78926,PHY386891
78927,PHY430587
78928,PHY326018
78929,PHY359387
78930,PHY384495
78931,PHY320471
78932,PHY316845
78933,PHY331842
78934,PHY404858
78935,PHY412620
78936,PHY392479
78937,PHY400605
78938,PHY353420
78939,PHY387111
78940,PHY364541
78941,PHY421679
78942,PHY425819
78943,PHY358813
78944,PHY330241
78945,PHY373576
78946,PHY420683
78947,PHY422427
78948,PHY397658
78949,PHY375056
78950,PHY417176
78951,PHY335031
78952,PHY368448
78953,PHY332227
78954,PHY422524
78955,PHY423029
78956,PHY380080
78957,PHY394159
78958,PHY353974
78959,PHY406073
78960,PHY424265
78961,PHY317317
78962,PHY385410
78963,PHY328854
78964,PHY363892
78965,PHY359887
78966,PHY319324
78967,PHY372405
78968,PHY353660
78969,PHY387756
78970,PHY373475
78971,PHY345200
78972,PHY385588
78973,PHY414298
78974,PHY400048
78975,PHY351571
78976,PHY433561
78977,PHY360054
78978,PHY350801
78979,PHY318344
78980,PHY339494
78981,PHY336851
78982,PHY348130
78983,PHY348312
78984,PHY356032
78985,PHY344343
78986,PHY382456
78987,PHY375935
78988,PHY417742
78989,PHY313324
78990,PHY372754
78991,PHY410878
78992,PHY326105
78993,PHY343699
78994,PHY382556
78995,PHY373715
78996,PHY339309
78997,PHY384106
78998,PHY326274
78999,PHY326401
79000,PHY317375
79001,PHY421244
79002,PHY348197
79003,PHY323409
79004,PHY360453
79005,PHY331945
79006,PHY340722
79007,PHY400426
79008,PHY387901
79009,PHY403721
79010,PHY401095
79011,PHY428797
79012,PHY350701
79013,PHY363398
79014,PHY411616
79015,PHY409528
79016,PHY418262
79017,PHY403038
79018,PHY389749
79019,PHY329199
79020,PHY339756
79021,PHY384979
79022,PHY416249
79023,PHY414341
79024,PHY321237
79025,PHY372639
79026,PHY430870
79027,PHY362913
79028,PHY426203
79029,PHY375626
79030,PHY371578
79031,PHY337452
79032,PHY394410
79033,PHY340499
79034,PHY312751
79035,PHY422102
79036,PHY342242
79037,PHY317431
79038,PHY385566
79039,PHY333562
79040,PHY348784
79041,PHY385530
79042,PHY399124
79043,PHY382953
79044,PHY344753
79045,PHY321455
79046,PHY387059
79047,PHY358016
79048,PHY329552
79049,PHY339764
79050,PHY382969
79051,PHY366402
79052,PHY348375
79053,PHY359600
79054,PHY366581
79055,PHY341422
79056,PHY328435
79057,PHY383892
79058,PHY403717
79059,PHY393934
79060,PHY413784
79061,PHY366486
79062,PHY380715
79063,PHY425106
79064,PHY355898
79065,PHY405535
79066,PHY351380
79067,PHY361228
79068,PHY385295
79069,PHY389939
79070,PHY313140
79071,PHY425924
79072,PHY368447
79073,PHY349962
79074,PHY406532
79075,PHY347128
79076,PHY356893
79077,PHY390647
79078,PHY426357
79079,PHY397976
79080,PHY373016
79081,PHY370285
79082,PHY384759
79083,PHY334736
79084,PHY414246
79085,PHY384364
79086,PHY344946
79087,PHY326817
79088,PHY333765
79089,PHY382319
79090,PHY362562
79091,PHY342093
79092,PHY344651
79093,PHY352680
79094,PHY329867
79095,PHY398117
79096,PHY353487
79097,PHY430863
79098,PHY408003
79099,PHY434031
79100,PHY408734
79101,PHY426940
79102,PHY339739
79103,PHY311098
79104,PHY364854
79105,PHY407265
79106,PHY339338
79107,PHY345330
79108,PHY328953
79109,PHY375195
79110,PHY382781
79111,PHY397882
79112,PHY380284
79113,PHY359153
79114,PHY322945
79115,PHY334533
79116,PHY314557
79117,PHY412895
79118,PHY317608
79119,PHY343653
79120,PHY356450
79121,PHY340103
79122,PHY419107
79123,PHY402285
79124,PHY347458
79125,PHY320966
79126,PHY354066
79127,PHY427853
79128,PHY352610
79129,PHY372830
79130,PHY382079
79131,PHY414141
79132,PHY382823
79133,PHY333233
79134,PHY328446
79135,PHY432119
79136,PHY373322
79137,PHY424548
79138,PHY409709
79139,PHY361864
79140,PHY338239
79141,PHY314088
79142,PHY400888
79143,PHY395517
79144,PHY331808
79145,PHY420677
79146,PHY344434
79147,PHY420512
79148,PHY430287
79149,PHY346321
79150,PHY346846
79151,PHY377517
79152,PHY389920
79153,PHY417094
79154,PHY312656
79155,PHY418721
79156,PHY401686
79157,PHY432998
79158,PHY368422
79159,PHY336989
79160,PHY330675
79161,PHY336002
79162,PHY396644
79163,PHY358343
79164,PHY330862
79165,PHY357068
79166,PHY419463
79167,PHY339379
79168,PHY409158
79169,PHY342443
79170,PHY411371
79171,PHY402263
79172,PHY412394
79173,PHY313299
79174,PHY365393
79175,PHY373275
79176,PHY379850
79177,PHY315069
79178,PHY411715
79179,PHY350083
79180,PHY357876
79181,PHY354763
79182,PHY392233
79183,PHY379313
79184,PHY320660
79185,PHY426300
79186,PHY405015
79187,PHY313731
79188,PHY343539
79189,PHY314097
79190,PHY387268
79191,PHY354882
79192,PHY398788
79193,PHY427419
79194,PHY332304
79195,PHY418212
79196,PHY365240
79197,PHY346271
79198,PHY322067
79199,PHY420642
79200,PHY423840
79201,PHY332889
79202,PHY348402
79203,PHY382758
79204,PHY416286
79205,PHY354347
79206,PHY338982
79207,PHY377363
79208,PHY388207
79209,PHY318228
79210,PHY324136
79211,PHY322914
79212,PHY362126
79213,PHY421352
79214,PHY344768
79215,PHY377117
79216,PHY359748
79217,PHY398202
79218,PHY407288
79219,PHY357992
79220,PHY400528
79221,PHY344554
79222,PHY372868
79223,PHY405190
79224,PHY318359
79225,PHY335042
79226,PHY321146
79227,PHY421545
79228,PHY318844
79229,PHY326690
79230,PHY356415
79231,PHY355133
79232,PHY334318
79233,PHY367157
79234,PHY356541
79235,PHY426541
79236,PHY387859
79237,PHY364565
79238,PHY366158
79239,PHY369077
79240,PHY422935
79241,PHY369280
79242,PHY376664
79243,PHY383890
79244,PHY311756
79245,PHY433336
79246,PHY404090
79247,PHY335813
79248,PHY360633
79249,PHY328432
79250,PHY322551
79251,PHY410314
79252,PHY348199
79253,PHY368554
79254,PHY369933
79255,PHY419324
79256,PHY333424
79257,PHY419077
79258,PHY368976
79259,PHY419559
79260,PHY359495
79261,PHY330126
79262,PHY381702
79263,PHY324944
79264,PHY333288
79265,PHY416833
79266,PHY371304
79267,PHY422888
79268,PHY428185
79269,PHY335707
79270,PHY334478
79271,PHY367121
79272,PHY405800
79273,PHY356728
79274,PHY430710
79275,PHY329820
79276,PHY378552
79277,PHY375760
79278,PHY332449
79279,PHY396164
79280,PHY410696
79281,PHY406657
79282,PHY425712
79283,PHY411427
79284,PHY327586
79285,PHY318490
79286,PHY378290
79287,PHY311582
79288,PHY343558
79289,PHY347469
79290,PHY330121
79291,PHY413792
79292,PHY315978
79293,PHY331148
79294,PHY364671
79295,PHY387715
79296,PHY400334
79297,PHY337793
79298,PHY406289
79299,PHY323887
79300,PHY364533
79301,PHY338961
79302,PHY392786
79303,PHY424346
79304,PHY404782
79305,PHY367515
79306,PHY342548
79307,PHY368945
79308,PHY320987
79309,PHY311858
79310,PHY373609
79311,PHY423658
79312,PHY431270
79313,PHY330169
79314,PHY314643
79315,PHY389022
79316,PHY399691
79317,PHY344887
79318,PHY385150
79319,PHY340065
79320,PHY389767
79321,PHY421233
79322,PHY343444
79323,PHY372098
79324,PHY387941
79325,PHY372278
79326,PHY374743
79327,PHY344897
79328,PHY331238
79329,PHY417431
79330,PHY359635
79331,PHY372579
79332,PHY377113
79333,PHY398750
79334,PHY321702
79335,PHY407076
79336,PHY335192
79337,PHY370074
79338,PHY388548
79339,PHY355362
79340,PHY401131
79341,PHY345888
79342,PHY401508
79343,PHY378189
79344,PHY331173
79345,PHY420821
79346,PHY332733
79347,PHY397088
79348,PHY322386
79349,PHY372339
79350,PHY401138
79351,PHY423060
79352,PHY399103
79353,PHY400604
79354,PHY408711
79355,PHY377469
79356,PHY330043
79357,PHY386696
79358,PHY400824
79359,PHY419653
79360,PHY345103
79361,PHY335918
79362,PHY387795
79363,PHY317411
79364,PHY374964
79365,PHY407194
79366,PHY329465
79367,PHY408388
79368,PHY415588
79369,PHY396220
79370,PHY320737
79371,PHY326362
79372,PHY397550
79373,PHY339417
79374,PHY408038
79375,PHY412605
79376,PHY394623
79377,PHY419211
79378,PHY353078
79379,PHY325244
79380,PHY431539
79381,PHY432384
79382,PHY432353
79383,PHY431748
79384,PHY325629
79385,PHY335248
79386,PHY416701
79387,PHY386837
79388,PHY375598
79389,PHY430754
79390,PHY416629
79391,PHY365053
79392,PHY368121
79393,PHY385381
79394,PHY410060
79395,PHY371847
79396,PHY394666
79397,PHY368264
79398,PHY360196
79399,PHY399199
79400,PHY321951
79401,PHY422778
79402,PHY395290
79403,PHY354168
79404,PHY356982
79405,PHY411083
79406,PHY370862
79407,PHY356753
79408,PHY342460
79409,PHY348195
79410,PHY317915
79411,PHY402864
79412,PHY393703
79413,PHY351768
79414,PHY331397
79415,PHY408552
79416,PHY312117
79417,PHY364307
79418,PHY383155
79419,PHY389046
79420,PHY407990
79421,PHY344512
79422,PHY360750
79423,PHY322346
79424,PHY322665
79425,PHY409955
79426,PHY428248
79427,PHY426902
79428,PHY408120
79429,PHY352506
79430,PHY335328
79431,PHY400996
79432,PHY402131
79433,PHY396970
79434,PHY433402
79435,PHY418452
79436,PHY382229
79437,PHY336890
79438,PHY408763
79439,PHY341282
79440,PHY358878
79441,PHY320667
79442,PHY325563
79443,PHY336772
79444,PHY357582
79445,PHY347134
79446,PHY359892
79447,PHY401293
79448,PHY394450
79449,PHY391888
79450,PHY412875
79451,PHY385798
79452,PHY421699
79453,PHY399205
79454,PHY401515
79455,PHY377945
79456,PHY409838
79457,PHY349025
79458,PHY314549
79459,PHY433648
79460,PHY406794
79461,PHY313464
79462,PHY361790
79463,PHY361658
79464,PHY340063
79465,PHY381253
79466,PHY348679
79467,PHY362397
79468,PHY398791
79469,PHY354084
79470,PHY408012
79471,PHY354640
79472,PHY340135
79473,PHY330427
79474,PHY384297
79475,PHY383116
79476,PHY371452
79477,PHY383825
79478,PHY333859
79479,PHY387996
79480,PHY360580
79481,PHY339265
79482,PHY319059
79483,PHY324694
79484,PHY399174
79485,PHY311843
79486,PHY431833
79487,PHY424883
79488,PHY353465
79489,PHY432649
79490,PHY339132
79491,PHY411484
79492,PHY391588
79493,PHY427483
79494,PHY340080
79495,PHY418604
79496,PHY429121
79497,PHY380242
79498,PHY385609
79499,PHY418878
79500,PHY312340
79501,PHY430462
79502,PHY332687
79503,PHY362002
79504,PHY378073
79505,PHY404443
79506,PHY403173
79507,PHY343244
79508,PHY368104
79509,PHY416590
79510,PHY368161
79511,PHY378263
79512,PHY411517
79513,PHY426915
79514,PHY313283
79515,PHY315144
79516,PHY312932
79517,PHY422154
79518,PHY355398
79519,PHY389758
79520,PHY339287
79521,PHY416893
79522,PHY374578
79523,PHY381283
79524,PHY423225
79525,PHY364254
79526,PHY388121
79527,PHY363096
79528,PHY418717
79529,PHY341575
79530,PHY374282
79531,PHY364162
79532,PHY365770
79533,PHY384531
79534,PHY327968
79535,PHY420412
79536,PHY346668
79537,PHY355596
79538,PHY319888
79539,PHY330758
79540,PHY357662
79541,PHY401162
79542,PHY363378
79543,PHY424596
79544,PHY321423
79545,PHY412587
79546,PHY341368
79547,PHY386214
79548,PHY421531
79549,PHY353261
79550,PHY348183
79551,PHY336917
79552,PHY403160
79553,PHY350208
79554,PHY363020
79555,PHY390485
79556,PHY427520
79557,PHY418582
79558,PHY383823
79559,PHY336740
79560,PHY397428
79561,PHY398198
79562,PHY351072
79563,PHY354855
79564,PHY400870
79565,PHY311827
79566,PHY379549
79567,PHY414087
79568,PHY353739
79569,PHY417808
79570,PHY370403
79571,PHY432172
79572,PHY400159
79573,PHY359019
79574,PHY410905
79575,PHY358080
79576,PHY311337
79577,PHY426621
79578,PHY405036
79579,PHY413247
79580,PHY322390
79581,PHY403817
79582,PHY400677
79583,PHY358713
79584,PHY362064
79585,PHY320991
79586,PHY363106
79587,PHY397644
79588,PHY363850
79589,PHY315212
79590,PHY375211
79591,PHY409931
79592,PHY402105
79593,PHY426584
79594,PHY419165
79595,PHY313049
79596,PHY359644
79597,PHY411326
79598,PHY382669
79599,PHY367472
79600,PHY433731
79601,PHY334668
79602,PHY389673
79603,PHY407537
79604,PHY409280
79605,PHY393919
79606,PHY346074
79607,PHY363771
79608,PHY323924
79609,PHY311125
79610,PHY377024
79611,PHY331008
79612,PHY405320
79613,PHY373892
79614,PHY411802
79615,PHY353010
79616,PHY329182
79617,PHY344580
79618,PHY330327
79619,PHY311977
79620,PHY396735
79621,PHY384786
79622,PHY368312
79623,PHY338484
79624,PHY424226
79625,PHY325140
79626,PHY382732
79627,PHY352839
79628,PHY366489
79629,PHY418938
79630,PHY396264
79631,PHY414377
79632,PHY432140
79633,PHY392155
79634,PHY369979
79635,PHY390398
79636,PHY312628
79637,PHY367723
79638,PHY358206
79639,PHY320793
79640,PHY332116
79641,PHY366102
79642,PHY328232
79643,PHY380902
79644,PHY384694
79645,PHY348321
79646,PHY345852
79647,PHY366528
79648,PHY391468
79649,PHY409192
79650,PHY318433
79651,PHY391965
79652,PHY360209
79653,PHY373286
79654,PHY337143
79655,PHY406367
79656,PHY419880
79657,PHY354281
79658,PHY378000
79659,PHY318651
79660,PHY326009
79661,PHY384894
79662,PHY326599
79663,PHY424991
79664,PHY378146
79665,PHY421772
79666,PHY354592
79667,PHY398473
79668,PHY398902
79669,PHY411543
79670,PHY337181
79671,PHY375648
79672,PHY388526
79673,PHY406600
79674,PHY413518
79675,PHY312279
79676,PHY330988
79677,PHY323327
79678,PHY344774
79679,PHY366838
79680,PHY431354
79681,PHY358267
79682,PHY330212
79683,PHY330704
79684,PHY364016
79685,PHY401527
79686,PHY427075
79687,PHY433670
79688,PHY413292
79689,PHY347658
79690,PHY346847
79691,PHY408951
79692,PHY360690
79693,PHY415119
79694,PHY333799
79695,PHY400630
79696,PHY390270
79697,PHY403876
79698,PHY365273
79699,PHY394903
79700,PHY363328
79701,PHY324486
79702,PHY394225
79703,PHY383526
79704,PHY351570
79705,PHY380343
79706,PHY367559
79707,PHY402616
79708,PHY383038
79709,PHY352958
79710,PHY359849
79711,PHY399792
79712,PHY332343
79713,PHY363449
79714,PHY368551
79715,PHY324669
79716,PHY351960
79717,PHY394866
79718,PHY365245
79719,PHY324220
79720,PHY375395
79721,PHY357998
79722,PHY366897
79723,PHY348912
79724,PHY398935
79725,PHY348874
79726,PHY418273
79727,PHY384287
79728,PHY397471
79729,PHY422680
79730,PHY357561
79731,PHY360148
79732,PHY327422
79733,PHY426832
79734,PHY428543
79735,PHY373045
79736,PHY365011
79737,PHY324049
79738,PHY358579
79739,PHY433381
79740,PHY327186
79741,PHY350605
79742,PHY424278
79743,PHY336929
79744,PHY408831
79745,PHY381519
79746,PHY318339
79747,PHY358003
79748,PHY370908
79749,PHY420145
79750,PHY354344
79751,PHY392509
79752,PHY411189
79753,PHY348231
79754,PHY419315
79755,PHY330192
79756,PHY430501
79757,PHY328682
79758,PHY326955
79759,PHY331357
79760,PHY329267
79761,PHY411934
79762,PHY398482
79763,PHY410656
79764,PHY404399
79765,PHY326930
79766,PHY413763
79767,PHY358484
79768,PHY389008
79769,PHY433389
79770,PHY352771
79771,PHY355963
79772,PHY391952
79773,PHY385569
79774,PHY350864
79775,PHY410089
79776,PHY402481
79777,PHY407779
79778,PHY391955
79779,PHY385333
79780,PHY341489
79781,PHY344757
79782,PHY361309
79783,PHY320572
79784,PHY339437
79785,PHY354735
79786,PHY359480
79787,PHY347125
79788,PHY341479
79789,PHY354519
79790,PHY333883
79791,PHY334435
79792,PHY389738
79793,PHY386209
79794,PHY386700
79795,PHY340469
79796,PHY432083
79797,PHY364871
79798,PHY319988
79799,PHY379805
79800,PHY346461
79801,PHY386451
79802,PHY356388
79803,PHY385774
79804,PHY418372
79805,PHY339991
79806,PHY424849
79807,PHY410059
79808,PHY313176
79809,PHY423046
79810,PHY421316
79811,PHY327199
79812,PHY426872
79813,PHY414117
79814,PHY394394
79815,PHY349347
79816,PHY361421
79817,PHY374293
79818,PHY326539
79819,PHY374988
79820,PHY334131
79821,PHY382763
79822,PHY399765
79823,PHY377739
79824,PHY380866
79825,PHY321004
79826,PHY387864
79827,PHY432913
79828,PHY411102
79829,PHY366252
79830,PHY410848
79831,PHY337174
79832,PHY367596
79833,PHY358167
79834,PHY421196
79835,PHY424694
79836,PHY388060
79837,PHY387663
79838,PHY341253
79839,PHY383096
79840,PHY400558
79841,PHY383573
79842,PHY432854
79843,PHY347256
79844,PHY414703
79845,PHY404737
79846,PHY391094
79847,PHY323981
79848,PHY340948
79849,PHY383052
79850,PHY353299
79851,PHY316184
79852,PHY354915
79853,PHY352770
79854,PHY337423
79855,PHY403959
79856,PHY388416
79857,PHY320011
79858,PHY320441
79859,PHY315981
79860,PHY410613
79861,PHY417472
79862,PHY434137
79863,PHY422596
79864,PHY421535
79865,PHY428518
79866,PHY397265
79867,PHY363880
79868,PHY333944
79869,PHY343504
79870,PHY321102
79871,PHY419319
79872,PHY359341
79873,PHY418171
79874,PHY375169
79875,PHY384484
79876,PHY416765
79877,PHY345360
79878,PHY328395
79879,PHY396775
79880,PHY329350
79881,PHY325027
79882,PHY406518
79883,PHY430327
79884,PHY422658
79885,PHY422088
79886,PHY337863
79887,PHY314149
79888,PHY322271
79889,PHY422185
79890,PHY428332
79891,PHY330132
79892,PHY408145
79893,PHY414490
79894,PHY422109
79895,PHY431933
79896,PHY419348
79897,PHY329557
79898,PHY410365
79899,PHY329920
79900,PHY382911
79901,PHY352597
79902,PHY426933
79903,PHY332247
79904,PHY354031
79905,PHY347384
79906,PHY393665
79907,PHY379226
79908,PHY411448
79909,PHY425513
79910,PHY419912
79911,PHY324402
79912,PHY319564
79913,PHY374950
79914,PHY389765
79915,PHY398049
79916,PHY335443
79917,PHY333725
79918,PHY329970
79919,PHY331410
79920,PHY378677
79921,PHY415680
79922,PHY430900
79923,PHY382641
79924,PHY420645
79925,PHY395259
79926,PHY381214
79927,PHY426216
79928,PHY348250
79929,PHY347689
79930,PHY410127
79931,PHY392276
79932,PHY372217
79933,PHY415749
79934,PHY313399
79935,PHY344104
79936,PHY333018
79937,PHY373779
79938,PHY335985
79939,PHY338066
79940,PHY424909
79941,PHY325065
79942,PHY385895
79943,PHY334974
79944,PHY330260
79945,PHY412961
79946,PHY330834
79947,PHY394850
79948,PHY384688
79949,PHY397937
79950,PHY433418
79951,PHY346255
79952,PHY331333
79953,PHY312815
79954,PHY426486
79955,PHY357180
79956,PHY342251
79957,PHY368775
79958,PHY332244
79959,PHY340614
79960,PHY343768
79961,PHY410145
79962,PHY366011
79963,PHY311510
79964,PHY321263
79965,PHY335908
79966,PHY327607
79967,PHY412173
79968,PHY341198
79969,PHY375048
79970,PHY350813
79971,PHY332681
79972,PHY369691
79973,PHY353844
79974,PHY428015
79975,PHY368440
79976,PHY328476
79977,PHY373741
79978,PHY356159
79979,PHY426978
79980,PHY377182
79981,PHY408976
79982,PHY372569
79983,PHY323312
79984,PHY377583
79985,PHY352539
79986,PHY354604
79987,PHY376904
79988,PHY381360
79989,PHY417272
79990,PHY430432
79991,PHY406291
79992,PHY370788
79993,PHY414994
79994,PHY427415
79995,PHY357290
79996,PHY348004
79997,PHY417198
79998,PHY322864
79999,PHY320337
80000,PHY321053
80001,PHY415602
80002,PHY361295
80003,PHY404776
80004,PHY314277
80005,PHY351195
80006,PHY345413
80007,PHY340479
80008,PHY407158
80009,PHY398332
80010,PHY328606
80011,PHY318743
80012,PHY318328
80013,PHY345893
80014,PHY405054
80015,PHY336640
80016,PHY384052
80017,PHY356692
80018,PHY398338
80019,PHY344799
80020,PHY403105
80021,PHY341040
80022,PHY320016
80023,PHY362612
80024,PHY385416
80025,PHY393815
80026,PHY354482
80027,PHY420469
80028,PHY402660
80029,PHY330434
80030,PHY414408
80031,PHY416517
80032,PHY329884
80033,PHY376010
80034,PHY422703
80035,PHY351469
80036,PHY387541
80037,PHY363790
80038,PHY392113
80039,PHY366106
80040,PHY414926
80041,PHY431719
80042,PHY405339
80043,PHY346966
80044,PHY378909
80045,PHY369800
80046,PHY385498
80047,PHY314821
80048,PHY340644
80049,PHY422236
80050,PHY417877
80051,PHY428718
80052,PHY311914
80053,PHY430786
80054,PHY320345
80055,PHY333042
80056,PHY351224
80057,PHY402541
80058,PHY358064
80059,PHY429830
80060,PHY315153
80061,PHY381678
80062,PHY372064
80063,PHY405242
80064,PHY404522
80065,PHY414332
80066,PHY367685
80067,PHY432195
80068,PHY396649
80069,PHY393601
80070,PHY432681
80071,PHY353572
80072,PHY328901
80073,PHY350024
80074,PHY413385
80075,PHY417059
80076,PHY402582
80077,PHY337541
80078,PHY420597
80079,PHY366621
80080,PHY423610
80081,PHY330964
80082,PHY312998
80083,PHY391890
80084,PHY413489
80085,PHY344891
80086,PHY313146
80087,PHY385979
80088,PHY321308
80089,PHY365167
80090,PHY312126
80091,PHY329625
80092,PHY431257
80093,PHY373501
80094,PHY386830
80095,PHY380232
80096,PHY311001
80097,PHY376841
80098,PHY336082
80099,PHY386822
80100,PHY327090
80101,PHY384501
80102,PHY354131
80103,PHY361260
80104,PHY396467
80105,PHY412721
80106,PHY323823
80107,PHY384166
80108,PHY416464
80109,PHY332982
80110,PHY396774
80111,PHY366487
80112,PHY330508
80113,PHY318571
80114,PHY358077
80115,PHY386023
80116,PHY406324
80117,PHY414061
80118,PHY361220
80119,PHY432355
80120,PHY380693
80121,PHY324654
80122,PHY324800
80123,PHY397964
80124,PHY428489
80125,PHY369962
80126,PHY337160
80127,PHY342984
80128,PHY379955
80129,PHY365983
80130,PHY420644
80131,PHY377060
80132,PHY411380
80133,PHY385462
80134,PHY341960
80135,PHY396958
80136,PHY412843
80137,PHY337231
80138,PHY432272
80139,PHY312448
80140,PHY339407
80141,PHY323722
80142,PHY337503
80143,PHY367150
80144,PHY432535
80145,PHY322118
80146,PHY378381
80147,PHY429245
80148,PHY427080
80149,PHY426369
80150,PHY367566
80151,PHY330082
80152,PHY369836
80153,PHY313820
80154,PHY411224
80155,PHY366021
80156,PHY316644
80157,PHY337787
80158,PHY398669
80159,PHY402477
80160,PHY379910
80161,PHY344283
80162,PHY381971
80163,PHY344843
80164,PHY372574
80165,PHY372660
80166,PHY420869
80167,PHY330059
80168,PHY359105
80169,PHY417969
80170,PHY316665
80171,PHY360582
80172,PHY421544
80173,PHY382128
80174,PHY352126
80175,PHY333613
80176,PHY315265
80177,PHY432559
80178,PHY318329
80179,PHY371173
80180,PHY422168
80181,PHY341175
80182,PHY430873
80183,PHY322404
80184,PHY423765
80185,PHY316685
80186,PHY378539
80187,PHY389379
80188,PHY394908
80189,PHY363544
80190,PHY398461
80191,PHY344991
80192,PHY329496
80193,PHY367456
80194,PHY378663
80195,PHY395443
80196,PHY356225
80197,PHY361596
80198,PHY376801
80199,PHY340284
80200,PHY385326
80201,PHY351835
80202,PHY416230
80203,PHY379595
80204,PHY363909
80205,PHY341216
80206,PHY336099
80207,PHY430221
80208,PHY390180
80209,PHY324247
80210,PHY375731
80211,PHY432671
80212,PHY422887
80213,PHY427855
80214,PHY428428
80215,PHY335426
80216,PHY352900
80217,PHY405102
80218,PHY312602
80219,PHY371900
80220,PHY366570
80221,PHY340927
80222,PHY377841
80223,PHY343160
80224,PHY386746
80225,PHY332138
80226,PHY322020
80227,PHY426951
80228,PHY363772
80229,PHY338368
80230,PHY405728
80231,PHY315834
80232,PHY431610
80233,PHY324244
80234,PHY364113
80235,PHY328102
80236,PHY342444
80237,PHY362443
80238,PHY403288
80239,PHY323183
80240,PHY382629
80241,PHY394462
80242,PHY341085
80243,PHY398104
80244,PHY417213
80245,PHY407248
80246,PHY335319
80247,PHY338031
80248,PHY408626
80249,PHY404395
80250,PHY335017
80251,PHY403923
80252,PHY351574
80253,PHY390467
80254,PHY382625
80255,PHY433230
80256,PHY379926
80257,PHY420825
80258,PHY327144
80259,PHY339086
80260,PHY360278
80261,PHY317315
80262,PHY426537
80263,PHY337602
80264,PHY424082
80265,PHY330546
80266,PHY326305
80267,PHY423786
80268,PHY329998
80269,PHY399992
80270,PHY350088
80271,PHY398703
80272,PHY407091
80273,PHY396468
80274,PHY359780
80275,PHY416117
80276,PHY375496
80277,PHY385532
80278,PHY416592
80279,PHY368518
80280,PHY427381
80281,PHY387387
80282,PHY372368
80283,PHY377434
80284,PHY402629
80285,PHY335212
80286,PHY381261
80287,PHY321312
80288,PHY319917
80289,PHY415065
80290,PHY346694
80291,PHY393774
80292,PHY415189
80293,PHY320604
80294,PHY347812
80295,PHY371594
80296,PHY379503
80297,PHY356430
80298,PHY337635
80299,PHY331540
80300,PHY413677
80301,PHY390218
80302,PHY421940
80303,PHY351882
80304,PHY428902
80305,PHY384271
80306,PHY361836
80307,PHY338346
80308,PHY354478
80309,PHY321064
80310,PHY363080
80311,PHY388970
80312,PHY424410
80313,PHY429857
80314,PHY425706
80315,PHY410447
80316,PHY379307
80317,PHY433584
80318,PHY342169
80319,PHY372948
80320,PHY355320
80321,PHY408538
80322,PHY400347
80323,PHY333196
80324,PHY414150
80325,PHY326722
80326,PHY410322
80327,PHY365073
80328,PHY388204
80329,PHY384350
80330,PHY356354
80331,PHY334505
80332,PHY320181
80333,PHY411009
80334,PHY320141
80335,PHY415008
80336,PHY342177
80337,PHY355659
80338,PHY379619
