OtherPhysician_ID,OtherPhysician
40310,PHY425078
40311,PHY351055
40312,PHY316031
40313,PHY351243
40314,PHY414946
40315,PHY324854
40316,PHY402137
40317,PHY363465
40318,PHY393910
40319,PHY391819
40320,PHY327890
40321,PHY427337
40322,PHY421228
40323,PHY408487
40324,PHY317163
40325,PHY347967
40326,PHY392175
40327,PHY363027
40328,PHY421046
40329,PHY334093
40330,PHY385364
40331,PHY319195
40332,PHY349218
40333,PHY416813
40334,PHY356136
40335,PHY365394
40336,PHY374815
40337,PHY394068
40338,PHY311909
40339,PHY384624
40340,PHY414825
40341,PHY331006
40342,PHY393350
40343,PHY389609
40344,PHY314504
40345,PHY324566
40346,PHY374878
40347,PHY390042
40348,PHY408602
40349,PHY346005
40350,PHY408069
40351,PHY377562
40352,PHY362942
40353,PHY350378
40354,PHY315795
40355,PHY313970
40356,PHY353402
40357,PHY393494
40358,PHY411755
40359,PHY379667
40360,PHY427027
40361,PHY403405
40362,PHY363204
40363,PHY324072
40364,PHY316555
40365,PHY345056
40366,PHY361998
40367,PHY368590
40368,PHY350853
40369,PHY372948
40370,PHY355810
40371,PHY324007
40372,PHY395688
40373,PHY407512
40374,PHY395023
40375,PHY350071
40376,PHY350699
40377,PHY361806
40378,PHY327930
40379,PHY354928
40380,PHY393876
40381,PHY327400
40382,PHY368955
40383,PHY396531
40384,PHY319520
40385,PHY421249
40386,PHY404170
40387,PHY366146
40388,PHY312661
40389,PHY410134
40390,PHY423966
40391,PHY335521
40392,PHY329935
40393,PHY346504
40394,PHY323632
40395,PHY336619
40396,PHY372288
40397,PHY317840
40398,PHY406935
40399,PHY350469
40400,PHY314810
40401,PHY315532
40402,PHY331714
40403,PHY341411
40404,PHY359273
40405,PHY417291
40406,PHY421098
40407,PHY335006
40408,PHY385648
40409,PHY376549
40410,PHY374750
40411,PHY396121
40412,PHY344410
40413,PHY407182
40414,PHY314685
40415,PHY345699
40416,PHY321525
40417,PHY361925
40418,PHY330215
40419,PHY409782
40420,PHY342590
40421,PHY369140
40422,PHY326037
40423,PHY429247
40424,PHY408376
40425,PHY403482
40426,PHY331580
40427,PHY342931
40428,PHY340960
40429,PHY416586
40430,PHY382316
40431,PHY418628
40432,PHY412417
40433,PHY322782
40434,PHY379029
40435,PHY405580
40436,PHY374468
40437,PHY372251
40438,PHY319497
40439,PHY374502
40440,PHY408972
40441,PHY405350
40442,PHY369813
40443,PHY432287
40444,PHY389813
40445,PHY351646
40446,PHY363210
40447,PHY351821
40448,PHY357025
40449,PHY380292
40450,PHY364779
40451,PHY407728
40452,PHY432842
40453,PHY319525
40454,PHY379238
40455,PHY322927
40456,PHY340438
40457,PHY356699
40458,PHY373170
40459,PHY358981
40460,PHY324488
40461,PHY415513
40462,PHY390173
40463,PHY433450
40464,PHY349918
40465,PHY346726
40466,PHY332995
40467,PHY319231
40468,PHY327634
40469,PHY390793
40470,PHY404928
40471,PHY316987
40472,PHY385928
40473,PHY343837
40474,PHY332140
40475,PHY365707
40476,PHY422342
40477,PHY351100
40478,PHY406213
40479,PHY422002
40480,PHY427579
40481,PHY329793
40482,PHY333693
40483,PHY418828
40484,PHY420047
40485,PHY425504
40486,PHY361113
40487,PHY329645
40488,PHY417087
40489,PHY350698
40490,PHY409135
40491,PHY387589
40492,PHY421691
40493,PHY395146
40494,PHY359205
40495,PHY337444
40496,PHY326626
40497,PHY345275
40498,PHY317719
40499,PHY337140
40500,PHY330748
40501,PHY373000
40502,PHY418355
40503,PHY321116
40504,PHY314121
40505,PHY375568
40506,PHY321092
40507,PHY350880
40508,PHY343080
40509,PHY343608
40510,PHY378695
40511,PHY362670
40512,PHY405303
40513,PHY415291
40514,PHY345355
40515,PHY382835
40516,PHY404080
40517,PHY339904
40518,PHY389010
40519,PHY375794
40520,PHY392129
40521,PHY357356
40522,PHY358045
40523,PHY322529
40524,PHY312118
40525,PHY379731
40526,PHY364630
40527,PHY361364
40528,PHY341265
40529,PHY408757
40530,PHY342813
40531,PHY318797
40532,PHY411113
40533,PHY433337
40534,PHY359686
40535,PHY372085
40536,PHY334972
40537,PHY356904
40538,PHY432012
40539,PHY337819
40540,PHY374993
40541,PHY401712
40542,PHY373325
40543,PHY348132
40544,PHY343440
40545,PHY400619
40546,PHY425705
40547,PHY423339
40548,PHY389972
40549,PHY376358
40550,PHY327530
40551,PHY378231
40552,PHY349306
40553,PHY395207
40554,PHY420569
40555,PHY410582
40556,PHY391134
40557,PHY343687
40558,PHY372072
40559,PHY375389
40560,PHY394922
40561,PHY341940
40562,PHY384278
40563,PHY351076
40564,PHY324018
40565,PHY327689
40566,PHY373478
40567,PHY414222
40568,PHY400934
40569,PHY348224
40570,PHY328745
40571,PHY324124
40572,PHY374259
40573,PHY398414
40574,PHY378719
40575,PHY433150
40576,PHY431050
40577,PHY366547
40578,PHY415188
40579,PHY356112
40580,PHY420044
40581,PHY336065
40582,PHY372457
40583,PHY428652
40584,PHY398827
40585,PHY405589
40586,PHY390127
40587,PHY415867
40588,PHY372475
40589,PHY383826
40590,PHY354672
40591,PHY372116
40592,PHY331347
40593,PHY407922
40594,PHY419575
40595,PHY356625
40596,PHY373423
40597,PHY332522
40598,PHY420359
40599,PHY332370
40600,PHY418062
40601,PHY371209
40602,PHY431801
40603,PHY402121
40604,PHY393346
40605,PHY321971
40606,PHY346050
40607,PHY318716
40608,PHY389318
40609,PHY369817
40610,PHY382050
40611,PHY410169
40612,PHY336164
40613,PHY335399
40614,PHY313998
40615,PHY417815
40616,PHY412261
40617,PHY428466
40618,PHY385039
40619,PHY408262
40620,PHY394036
40621,PHY399054
40622,PHY335479
40623,PHY395174
40624,PHY325037
40625,PHY343975
40626,PHY317298
40627,PHY318413
40628,PHY356217
40629,PHY380929
40630,PHY341267
40631,PHY345756
40632,PHY311210
40633,PHY321026
40634,PHY420352
40635,PHY393575
40636,PHY340545
40637,PHY423469
40638,PHY334267
40639,PHY426055
40640,PHY423583
40641,PHY384669
40642,PHY354724
40643,PHY318915
40644,PHY425412
40645,PHY433033
40646,PHY350694
40647,PHY379415
40648,PHY385701
40649,PHY431163
40650,PHY433014
40651,PHY423479
40652,PHY338751
40653,PHY380830
40654,PHY387158
40655,PHY430089
40656,PHY397373
40657,PHY324153
40658,PHY401871
40659,PHY399845
40660,PHY410429
40661,PHY398163
40662,PHY335827
40663,PHY313072
40664,PHY378477
40665,PHY381808
40666,PHY319456
40667,PHY359977
40668,PHY343225
40669,PHY421004
40670,PHY396484
40671,PHY422688
40672,PHY317215
40673,PHY355920
40674,PHY355855
40675,PHY320429
40676,PHY401200
40677,PHY325647
40678,PHY424723
40679,PHY314878
40680,PHY427055
40681,PHY423730
40682,PHY347032
40683,PHY361906
40684,PHY391950
40685,PHY334530
40686,PHY388377
40687,PHY424749
40688,PHY356132
40689,PHY374152
40690,PHY342255
40691,PHY415277
40692,PHY433946
40693,PHY427346
40694,PHY432100
40695,PHY421121
40696,PHY354335
40697,PHY369258
40698,PHY395545
40699,PHY330319
40700,PHY335921
40701,PHY387380
40702,PHY335589
40703,PHY318165
40704,PHY311916
40705,PHY342357
40706,PHY326866
40707,PHY419255
40708,PHY426274
40709,PHY350780
40710,PHY387886
40711,PHY393264
40712,PHY397134
40713,PHY360153
40714,PHY381787
40715,PHY352106
40716,PHY387240
40717,PHY363168
40718,PHY318468
40719,PHY364069
40720,PHY396860
40721,PHY317520
40722,PHY318749
40723,PHY426931
40724,PHY427701
40725,PHY339465
40726,PHY337703
40727,PHY329672
40728,PHY398973
40729,PHY431335
40730,PHY320403
40731,PHY360085
40732,PHY352388
40733,PHY347393
40734,PHY388248
40735,PHY328413
40736,PHY351643
40737,PHY334612
40738,PHY378904
40739,PHY336633
40740,PHY376040
40741,PHY369623
40742,PHY340474
40743,PHY358479
40744,PHY422985
40745,PHY405895
40746,PHY424652
40747,PHY412516
40748,PHY411945
40749,PHY334354
40750,PHY357422
40751,PHY324700
40752,PHY337262
40753,PHY390700
40754,PHY317143
40755,PHY392951
40756,PHY395292
40757,PHY367035
40758,PHY407870
40759,PHY366033
40760,PHY324554
40761,PHY364513
40762,PHY325740
40763,PHY365509
40764,PHY411749
40765,PHY425249
40766,PHY328836
40767,PHY320089
40768,PHY368673
40769,PHY355256
40770,PHY404530
40771,PHY382001
40772,PHY412782
40773,PHY316942
40774,PHY387411
40775,PHY404829
40776,PHY360500
40777,PHY364408
40778,PHY365384
40779,PHY362658
40780,PHY386075
40781,PHY354500
40782,PHY340771
40783,PHY400205
40784,PHY332718
40785,PHY354582
40786,PHY319774
40787,PHY354332
40788,PHY403445
40789,PHY423576
40790,PHY359983
40791,PHY326496
40792,PHY322369
40793,PHY431791
40794,PHY376722
40795,PHY355911
40796,PHY402954
40797,PHY344457
40798,PHY361938
40799,PHY338930
40800,PHY367072
40801,PHY403697
40802,PHY343756
40803,PHY363296
40804,PHY394358
40805,PHY384255
40806,PHY366454
40807,PHY388197
40808,PHY381463
40809,PHY320825
40810,PHY354773
40811,PHY357607
40812,PHY353804
40813,PHY424075
40814,PHY354408
40815,PHY315157
40816,PHY363822
40817,PHY345291
40818,PHY418539
40819,PHY359521
40820,PHY334910
40821,PHY320757
40822,PHY343100
40823,PHY363508
40824,PHY399081
40825,PHY327588
40826,PHY333632
40827,PHY406031
40828,PHY314578
40829,PHY413918
40830,PHY356337
40831,PHY353460
40832,PHY393600
40833,PHY344197
40834,PHY366587
40835,PHY345068
40836,PHY382810
40837,PHY411251
40838,PHY377134
40839,PHY408804
40840,PHY312093
40841,PHY324829
40842,PHY347638
40843,PHY354259
40844,PHY396051
40845,PHY397093
40846,PHY313975
40847,PHY420419
40848,PHY327340
40849,PHY359277
40850,PHY326565
40851,PHY364504
40852,PHY345807
40853,PHY328596
40854,PHY398191
40855,PHY369347
40856,PHY348976
40857,PHY350422
40858,PHY393210
40859,PHY377527
40860,PHY329802
40861,PHY335182
40862,PHY368079
40863,PHY314310
40864,PHY398708
40865,PHY355336
40866,PHY329207
40867,PHY381375
40868,PHY395938
40869,PHY421354
40870,PHY414600
40871,PHY432342
40872,PHY348980
40873,PHY344247
40874,PHY400788
40875,PHY349552
40876,PHY363681
40877,PHY400850
40878,PHY311207
40879,PHY317527
40880,PHY322234
40881,PHY341550
40882,PHY347025
40883,PHY395478
40884,PHY317641
40885,PHY327378
40886,PHY390301
40887,PHY429386
40888,PHY365358
40889,PHY430549
40890,PHY420637
40891,PHY317859
40892,PHY423063
40893,PHY318990
40894,PHY392929
40895,PHY409518
40896,PHY386722
40897,PHY366061
40898,PHY352789
40899,PHY395243
40900,PHY372377
40901,PHY423096
40902,PHY314827
40903,PHY368887
40904,PHY399239
40905,PHY400966
40906,PHY351740
40907,PHY428813
40908,PHY326147
40909,PHY329954
40910,PHY319017
40911,PHY427838
40912,PHY379255
40913,PHY401203
40914,PHY410256
40915,PHY336985
40916,PHY312120
40917,PHY396814
40918,PHY396921
40919,PHY351581
40920,PHY411772
40921,PHY395432
40922,PHY334689
40923,PHY397100
40924,PHY427432
40925,PHY317648
40926,PHY337394
40927,PHY321005
40928,PHY379045
40929,PHY324766
40930,PHY377639
40931,PHY402586
40932,PHY323578
40933,PHY383428
40934,PHY385690
40935,PHY368609
40936,PHY397142
40937,PHY400027
40938,PHY384700
40939,PHY432974
40940,PHY413832
40941,PHY392169
40942,PHY383174
40943,PHY322876
40944,PHY399043
40945,PHY362045
40946,PHY425754
40947,PHY433219
40948,PHY346202
40949,PHY347438
40950,PHY324755
40951,PHY401409
40952,PHY403965
40953,PHY339026
40954,PHY413857
40955,PHY383492
40956,PHY341894
40957,PHY363783
40958,PHY425184
40959,PHY415089
40960,PHY383536
40961,PHY420615
40962,PHY405198
40963,PHY384555
40964,PHY374315
40965,PHY319448
40966,PHY408501
40967,PHY346863
40968,PHY322434
40969,PHY363279
40970,PHY372578
40971,PHY406393
40972,PHY367194
40973,PHY353558
40974,PHY385413
40975,PHY423927
40976,PHY321561
40977,PHY315305
40978,PHY423467
40979,PHY430728
40980,PHY353405
40981,PHY395021
40982,PHY339790
40983,PHY366181
40984,PHY407372
40985,PHY380972
40986,PHY397813
40987,PHY429541
40988,PHY415040
40989,PHY376028
40990,PHY322155
40991,PHY413303
40992,PHY402264
40993,PHY381964
40994,PHY382966
40995,PHY397846
40996,PHY427788
40997,PHY396174
40998,PHY402041
40999,PHY418185
41000,PHY330186
41001,PHY428541
41002,PHY403462
41003,PHY408929
41004,PHY352791
41005,PHY315261
41006,PHY401743
41007,PHY406286
41008,PHY402271
41009,PHY319811
41010,PHY360871
41011,PHY412805
41012,PHY393028
41013,PHY425243
41014,PHY410801
41015,PHY388243
41016,PHY343458
41017,PHY390587
41018,PHY348919
41019,PHY352424
41020,PHY388385
41021,PHY370263
41022,PHY364218
41023,PHY331717
41024,PHY373397
41025,PHY323225
41026,PHY431633
41027,PHY432253
41028,PHY356314
41029,PHY313257
41030,PHY344714
41031,PHY425261
41032,PHY362831
41033,PHY429994
41034,PHY363511
41035,PHY422756
41036,PHY317118
41037,PHY315385
41038,PHY431491
41039,PHY345276
41040,PHY371027
41041,PHY432515
41042,PHY399120
41043,PHY372179
41044,PHY403581
41045,PHY314309
41046,PHY321070
41047,PHY341284
41048,PHY344085
41049,PHY362301
41050,PHY410341
41051,PHY370204
41052,PHY365521
41053,PHY340743
41054,PHY354598
41055,PHY315690
41056,PHY370788
41057,PHY370785
41058,PHY413723
41059,PHY323691
41060,PHY426382
41061,PHY337535
41062,PHY331437
41063,PHY428349
41064,PHY328988
41065,PHY392077
41066,PHY339716
41067,PHY312745
41068,PHY426883
41069,PHY312046
41070,PHY382374
41071,PHY361087
41072,PHY416695
41073,PHY384984
41074,PHY429726
41075,PHY378009
41076,PHY364828
41077,PHY408983
41078,PHY313576
41079,PHY427368
41080,PHY432861
41081,PHY326396
41082,PHY396426
41083,PHY340421
41084,PHY335985
41085,PHY323489
41086,PHY379894
41087,PHY373801
41088,PHY427586
41089,PHY385694
41090,PHY386912
41091,PHY416391
41092,PHY312641
41093,PHY346952
41094,PHY372753
41095,PHY402055
41096,PHY400143
41097,PHY419855
41098,PHY365079
41099,PHY396012
41100,PHY359972
41101,PHY354883
41102,PHY340776
41103,PHY351853
41104,PHY311007
41105,PHY343630
41106,PHY384748
41107,PHY340484
41108,PHY372811
41109,PHY369603
41110,PHY354120
41111,PHY340424
41112,PHY374695
41113,PHY324067
41114,PHY376817
41115,PHY399852
41116,PHY410807
41117,PHY336746
41118,PHY412854
41119,PHY348836
41120,PHY384356
41121,PHY393331
41122,PHY373849
41123,PHY377516
41124,PHY319656
41125,PHY328442
41126,PHY350124
41127,PHY416139
41128,PHY371274
41129,PHY318392
41130,PHY317186
41131,PHY336086
41132,PHY328431
41133,PHY419347
41134,PHY337077
41135,PHY410703
41136,PHY363111
41137,PHY367884
41138,PHY395344
41139,PHY396314
41140,PHY354559
41141,PHY401947
41142,PHY342967
41143,PHY431474
41144,PHY350226
41145,PHY396465
41146,PHY340490
41147,PHY385463
41148,PHY391117
41149,PHY363915
41150,PHY332934
41151,PHY338693
41152,PHY324948
41153,PHY380740
41154,PHY393427
41155,PHY354212
41156,PHY325249
41157,PHY388794
41158,PHY398675
41159,PHY387187
41160,PHY417999
41161,PHY432443
41162,PHY357001
41163,PHY322773
41164,PHY333838
41165,PHY425913
41166,PHY347456
41167,PHY372883
41168,PHY334578
41169,PHY382755
41170,PHY421983
41171,PHY381535
41172,PHY329472
41173,PHY339077
41174,PHY416353
41175,PHY338417
41176,PHY338941
41177,PHY429316
41178,PHY404125
41179,PHY350286
41180,PHY345257
41181,PHY430798
41182,PHY315684
41183,PHY329749
41184,PHY430249
41185,PHY415943
41186,PHY376524
41187,PHY424550
41188,PHY373598
41189,PHY337642
41190,PHY371074
41191,PHY378530
41192,PHY362060
41193,PHY355404
41194,PHY406422
41195,PHY349361
41196,PHY405684
41197,PHY391533
41198,PHY379548
41199,PHY359879
41200,PHY417524
41201,PHY410739
41202,PHY414138
41203,PHY347745
41204,PHY406417
41205,PHY424934
41206,PHY311955
41207,PHY421482
41208,PHY404749
41209,PHY359191
41210,PHY383145
41211,PHY420151
41212,PHY352440
41213,PHY335890
41214,PHY361919
41215,PHY314261
41216,PHY369568
41217,PHY355645
41218,PHY354457
41219,PHY351676
41220,PHY424565
41221,PHY391129
41222,PHY418496
41223,PHY367425
41224,PHY373545
41225,PHY384158
41226,PHY351681
41227,PHY346914
41228,PHY391971
41229,PHY325592
41230,PHY413234
41231,PHY400903
41232,PHY416890
41233,PHY325642
41234,PHY323120
41235,PHY399073
41236,PHY354067
41237,PHY353588
41238,PHY400454
41239,PHY396939
41240,PHY360065
41241,PHY352494
41242,PHY428247
41243,PHY358205
41244,PHY422646
41245,PHY360551
41246,PHY325142
41247,PHY315319
41248,PHY431115
41249,PHY327267
41250,PHY422351
41251,PHY401332
41252,PHY426319
41253,PHY357137
41254,PHY424248
41255,PHY379614
41256,PHY369536
41257,PHY380248
41258,PHY322985
41259,PHY382921
41260,PHY422460
41261,PHY427916
41262,PHY376065
41263,PHY337801
41264,PHY424100
41265,PHY427009
41266,PHY378175
41267,PHY420866
41268,PHY366856
41269,PHY344076
41270,PHY318418
41271,PHY348498
41272,PHY331546
41273,PHY329281
41274,PHY343443
41275,PHY391912
41276,PHY379165
41277,PHY408375
41278,PHY385267
41279,PHY344822
41280,PHY381599
41281,PHY329463
41282,PHY403731
41283,PHY431277
41284,PHY335971
41285,PHY365594
41286,PHY345986
41287,PHY432335
41288,PHY365321
41289,PHY358632
41290,PHY413668
41291,PHY337627
41292,PHY338779
41293,PHY429408
41294,PHY361976
41295,PHY341184
41296,PHY389691
41297,PHY331789
41298,PHY343182
41299,PHY349317
41300,PHY365124
41301,PHY340034
41302,PHY357339
41303,PHY313211
41304,PHY418361
41305,PHY336417
41306,PHY370068
41307,PHY413746
41308,PHY391831
41309,PHY322726
41310,PHY352356
41311,PHY410370
41312,PHY357778
41313,PHY331070
41314,PHY352037
41315,PHY363830
41316,PHY358599
41317,PHY333244
41318,PHY352907
41319,PHY343281
41320,PHY315456
41321,PHY329096
41322,PHY320701
41323,PHY397493
41324,PHY432980
41325,PHY350221
41326,PHY356624
41327,PHY336819
41328,PHY401771
41329,PHY406395
41330,PHY319536
41331,PHY352335
41332,PHY324790
41333,PHY348288
41334,PHY332555
41335,PHY400114
41336,PHY376972
41337,PHY426056
41338,PHY326017
41339,PHY433738
41340,PHY432743
41341,PHY324545
41342,PHY320210
41343,PHY422141
41344,PHY391710
41345,PHY314286
41346,PHY393175
41347,PHY347704
41348,PHY397847
41349,PHY341804
41350,PHY429916
41351,PHY342454
41352,PHY312764
41353,PHY427570
41354,PHY378581
41355,PHY392268
41356,PHY362757
41357,PHY412563
41358,PHY326980
41359,PHY400240
41360,PHY348799
41361,PHY374541
41362,PHY336318
41363,PHY372431
41364,PHY362436
41365,PHY382255
41366,PHY418011
41367,PHY424927
41368,PHY334493
41369,PHY393109
41370,PHY396030
41371,PHY321057
41372,PHY388376
41373,PHY330075
41374,PHY370131
41375,PHY384798
41376,PHY345934
41377,PHY342536
41378,PHY375299
41379,PHY431696
41380,PHY313892
41381,PHY414676
41382,PHY382465
41383,PHY366552
41384,PHY353980
41385,PHY359333
41386,PHY322401
41387,PHY409745
41388,PHY423389
41389,PHY322359
41390,PHY351918
41391,PHY398156
41392,PHY361652
41393,PHY411878
41394,PHY354048
41395,PHY412032
41396,PHY387655
41397,PHY386823
41398,PHY414811
41399,PHY322191
41400,PHY365640
41401,PHY423896
41402,PHY378341
41403,PHY398755
41404,PHY328343
41405,PHY324387
41406,PHY395340
41407,PHY384345
41408,PHY408416
41409,PHY335746
41410,PHY430981
41411,PHY383067
41412,PHY411214
41413,PHY371249
41414,PHY404931
41415,PHY369826
41416,PHY338048
41417,PHY345449
41418,PHY345278
41419,PHY433440
41420,PHY365062
41421,PHY354941
41422,PHY356340
41423,PHY393756
41424,PHY311077
41425,PHY323378
41426,PHY312946
41427,PHY432427
41428,PHY409189
41429,PHY388440
41430,PHY326184
41431,PHY396947
41432,PHY312973
41433,PHY337309
41434,PHY390462
41435,PHY389086
41436,PHY362092
41437,PHY384430
41438,PHY432497
41439,PHY433123
41440,PHY328895
41441,PHY361821
41442,PHY316003
41443,PHY392809
41444,PHY383778
41445,PHY397662
41446,PHY431323
41447,PHY317815
41448,PHY402068
41449,PHY314911
41450,PHY324428
41451,PHY334837
41452,PHY410116
41453,PHY330345
41454,PHY311036
41455,PHY394640
41456,PHY428188
41457,PHY341847
41458,PHY384230
41459,PHY336458
41460,PHY403806
41461,PHY318629
41462,PHY424243
41463,PHY391572
41464,PHY399109
41465,PHY398658
41466,PHY336060
41467,PHY358263
41468,PHY429020
41469,PHY351088
41470,PHY350235
41471,PHY419435
41472,PHY327640
41473,PHY361755
41474,PHY364906
41475,PHY343773
41476,PHY360890
41477,PHY352242
41478,PHY357721
41479,PHY398850
41480,PHY417990
41481,PHY376327
41482,PHY373083
41483,PHY371142
41484,PHY403754
41485,PHY398994
41486,PHY327856
41487,PHY431665
41488,PHY327769
41489,PHY313929
41490,PHY325187
41491,PHY413346
41492,PHY385057
41493,PHY415211
41494,PHY413405
41495,PHY410676
41496,PHY408420
41497,PHY385531
41498,PHY364451
41499,PHY367206
41500,PHY341436
41501,PHY324187
41502,PHY431952
41503,PHY388244
41504,PHY416192
41505,PHY405460
41506,PHY392188
41507,PHY352249
41508,PHY352870
41509,PHY357489
41510,PHY372932
41511,PHY393225
41512,PHY381274
41513,PHY365706
41514,PHY409346
41515,PHY349441
41516,PHY402151
41517,PHY417761
41518,PHY404946
41519,PHY317851
41520,PHY367273
41521,PHY317689
41522,PHY416325
41523,PHY425731
41524,PHY311554
41525,PHY372676
41526,PHY334795
41527,PHY330130
41528,PHY339003
41529,PHY311236
41530,PHY399627
41531,PHY351452
41532,PHY324511
41533,PHY425509
41534,PHY382736
41535,PHY398103
41536,PHY403886
41537,PHY338196
41538,PHY367465
41539,PHY358310
41540,PHY354436
41541,PHY336911
41542,PHY400211
41543,PHY342433
41544,PHY315177
41545,PHY428412
41546,PHY433050
41547,PHY362829
41548,PHY328604
41549,PHY418818
41550,PHY426895
41551,PHY385579
41552,PHY316698
41553,PHY417476
41554,PHY412542
41555,PHY342018
41556,PHY338696
41557,PHY427935
41558,PHY338505
41559,PHY386241
41560,PHY398247
41561,PHY338136
41562,PHY396023
41563,PHY384933
41564,PHY343728
41565,PHY316612
41566,PHY356141
41567,PHY425716
41568,PHY334779
41569,PHY340808
41570,PHY344440
41571,PHY364838
41572,PHY379112
41573,PHY403139
41574,PHY358822
41575,PHY427770
41576,PHY332109
41577,PHY405985
41578,PHY355424
41579,PHY403928
41580,PHY343102
41581,PHY314403
41582,PHY424397
41583,PHY361633
41584,PHY341356
41585,PHY320294
41586,PHY369642
41587,PHY317379
41588,PHY410995
41589,PHY427260
41590,PHY366230
41591,PHY427072
41592,PHY323426
41593,PHY345168
41594,PHY415559
41595,PHY384990
41596,PHY407928
41597,PHY311444
41598,PHY319192
41599,PHY329886
41600,PHY374327
41601,PHY353030
41602,PHY377219
41603,PHY341846
41604,PHY340457
41605,PHY412815
41606,PHY326048
41607,PHY338139
41608,PHY326242
41609,PHY340447
41610,PHY325388
41611,PHY362804
41612,PHY324259
41613,PHY371041
41614,PHY394809
41615,PHY425572
41616,PHY331840
41617,PHY429826
41618,PHY408837
41619,PHY315412
41620,PHY385936
41621,PHY358165
41622,PHY408343
41623,PHY391863
41624,PHY353561
41625,PHY412186
41626,PHY434114
41627,PHY417246
41628,PHY428396
41629,PHY346015
41630,PHY313434
41631,PHY366355
41632,PHY399405
41633,PHY363208
41634,PHY355561
41635,PHY343198
41636,PHY337608
41637,PHY364766
41638,PHY398354
41639,PHY389582
41640,PHY407349
41641,PHY350905
41642,PHY410443
41643,PHY429997
41644,PHY433215
41645,PHY330614
41646,PHY372428
41647,PHY362994
41648,PHY354745
41649,PHY329881
41650,PHY395864
41651,PHY322839
41652,PHY397008
41653,PHY399775
41654,PHY369543
41655,PHY346293
41656,PHY372135
41657,PHY360963
41658,PHY421117
41659,PHY311122
41660,PHY407008
41661,PHY363078
41662,PHY334253
41663,PHY350075
41664,PHY352430
41665,PHY421797
41666,PHY356757
41667,PHY376392
41668,PHY345274
41669,PHY419901
41670,PHY383646
41671,PHY362251
41672,PHY390225
41673,PHY354734
41674,PHY316093
41675,PHY358805
41676,PHY316273
41677,PHY348457
41678,PHY364399
41679,PHY345919
41680,PHY326116
41681,PHY314816
41682,PHY372410
41683,PHY341255
41684,PHY322663
41685,PHY374985
41686,PHY388297
41687,PHY348409
41688,PHY340622
41689,PHY321696
41690,PHY340903
41691,PHY349037
41692,PHY395126
41693,PHY328214
41694,PHY420844
41695,PHY424415
41696,PHY324696
41697,PHY407521
41698,PHY411611
41699,PHY314588
41700,PHY408049
41701,PHY384586
41702,PHY406966
41703,PHY416612
41704,PHY376570
41705,PHY386036
41706,PHY431289
41707,PHY367529
41708,PHY386959
41709,PHY349828
41710,PHY332756
41711,PHY399105
41712,PHY406260
41713,PHY334494
41714,PHY349757
41715,PHY392757
41716,PHY338729
41717,PHY330947
41718,PHY420332
41719,PHY382724
41720,PHY376700
41721,PHY433285
41722,PHY349196
41723,PHY428340
41724,PHY346299
41725,PHY412707
41726,PHY350004
41727,PHY332958
41728,PHY413866
41729,PHY335315
41730,PHY319055
41731,PHY339786
41732,PHY322907
41733,PHY426621
41734,PHY324137
41735,PHY380782
41736,PHY388649
41737,PHY345676
41738,PHY433234
41739,PHY423619
41740,PHY383759
41741,PHY380331
41742,PHY323520
41743,PHY433472
41744,PHY380274
41745,PHY407556
41746,PHY316973
41747,PHY313173
41748,PHY407119
41749,PHY414878
41750,PHY322242
41751,PHY329090
41752,PHY429581
41753,PHY353286
41754,PHY395759
41755,PHY413581
41756,PHY327056
41757,PHY321933
41758,PHY352174
41759,PHY345953
41760,PHY391303
41761,PHY430114
41762,PHY413352
41763,PHY362102
41764,PHY333222
41765,PHY369864
41766,PHY363945
41767,PHY354690
41768,PHY327519
41769,PHY333297
41770,PHY378230
41771,PHY400792
41772,PHY331073
41773,PHY369297
41774,PHY354518
41775,PHY427334
41776,PHY338753
41777,PHY376061
41778,PHY344735
41779,PHY363789
41780,PHY335421
41781,PHY431909
41782,PHY358649
41783,PHY394124
41784,PHY413610
41785,PHY387738
41786,PHY315857
41787,PHY416117
41788,PHY315067
41789,PHY312675
41790,PHY364349
41791,PHY381455
41792,PHY405171
41793,PHY364888
41794,PHY344356
41795,PHY334340
41796,PHY407924
41797,PHY345432
41798,PHY321152
41799,PHY353577
41800,PHY312820
41801,PHY343911
41802,PHY402342
41803,PHY403018
41804,PHY320904
41805,PHY341917
41806,PHY381113
41807,PHY342087
41808,PHY388225
41809,PHY368162
41810,PHY385666
41811,PHY378909
41812,PHY386499
41813,PHY324591
41814,PHY334622
41815,PHY416386
41816,PHY413254
41817,PHY370207
41818,PHY361605
41819,PHY407375
41820,PHY433854
41821,PHY346743
41822,PHY407720
41823,PHY395070
41824,PHY330525
41825,PHY418770
41826,PHY397293
41827,PHY397233
41828,PHY414196
41829,PHY350106
41830,PHY355968
41831,PHY350937
41832,PHY315699
41833,PHY404974
41834,PHY374042
41835,PHY364310
41836,PHY409220
41837,PHY432088
41838,PHY431345
41839,PHY318753
41840,PHY427002
41841,PHY377274
41842,PHY334798
41843,PHY429657
41844,PHY330204
41845,PHY413172
41846,PHY390963
41847,PHY400886
41848,PHY394997
41849,PHY338215
41850,PHY430850
41851,PHY391211
41852,PHY365577
41853,PHY373188
41854,PHY404127
41855,PHY408075
41856,PHY372300
41857,PHY316931
41858,PHY412684
41859,PHY330214
41860,PHY381395
41861,PHY398275
41862,PHY350462
