OperatingPhysician_ID,OperatingPhysician
25778,PHY327078
25779,PHY422507
25780,PHY424988
25781,PHY346386
25782,PHY332362
25783,PHY347529
25784,PHY315694
25785,PHY329633
25786,PHY328261
25787,PHY350138
25788,PHY354283
25789,PHY383889
25790,PHY403990
25791,PHY432432
25792,PHY407828
25793,PHY363169
25794,PHY342985
25795,PHY374187
25796,PHY345561
25797,PHY419027
25798,PHY406596
25799,PHY424015
25800,PHY396862
25801,PHY345341
25802,PHY315063
25803,PHY319731
25804,PHY416361
25805,PHY406007
25806,PHY315246
25807,PHY383325
25808,PHY327341
25809,PHY357245
25810,PHY326523
25811,PHY354337
25812,PHY370114
25813,PHY422970
25814,PHY416839
25815,PHY426462
25816,PHY322649
25817,PHY388728
25818,PHY319569
25819,PHY405887
25820,PHY361073
25821,PHY403541
25822,PHY352479
25823,PHY330633
25824,PHY313521
25825,PHY340846
25826,PHY373276
25827,PHY378927
25828,PHY355904
25829,PHY426794
25830,PHY385507
25831,PHY432758
25832,PHY386901
25833,PHY412417
25834,PHY412647
25835,PHY426828
25836,PHY359192
25837,PHY326913
25838,PHY325966
25839,PHY312924
25840,PHY313803
25841,PHY383390
25842,PHY371323
25843,PHY355204
25844,PHY426967
25845,PHY361630
25846,PHY414242
25847,PHY353490
25848,PHY365797
25849,PHY426563
25850,PHY419621
25851,PHY418209
25852,PHY331549
25853,PHY395614
25854,PHY415731
25855,PHY380384
25856,PHY362909
25857,PHY368144
25858,PHY338882
25859,PHY381462
25860,PHY329575
25861,PHY403303
25862,PHY359942
25863,PHY418527
25864,PHY412450
25865,PHY327364
25866,PHY346195
25867,PHY391870
25868,PHY385436
25869,PHY422407
25870,PHY317021
25871,PHY415110
25872,PHY350314
25873,PHY346029
25874,PHY332469
25875,PHY351089
25876,PHY381007
25877,PHY406045
25878,PHY351706
25879,PHY362173
25880,PHY381643
25881,PHY433762
25882,PHY377529
25883,PHY328805
25884,PHY398640
25885,PHY379586
25886,PHY396167
25887,PHY341244
25888,PHY340084
25889,PHY311443
25890,PHY338687
25891,PHY429205
25892,PHY316248
25893,PHY360019
25894,PHY332593
25895,PHY363318
25896,PHY331033
25897,PHY359506
25898,PHY314637
25899,PHY320102
25900,PHY422733
25901,PHY334009
25902,PHY401117
25903,PHY362255
25904,PHY431634
25905,PHY414137
25906,PHY412264
25907,PHY378978
25908,PHY322189
25909,PHY413271
25910,PHY421040
25911,PHY324442
25912,PHY376649
25913,PHY317447
25914,PHY316022
25915,PHY357186
25916,PHY336101
25917,PHY346245
25918,PHY328398
25919,PHY357924
25920,PHY343181
25921,PHY422549
25922,PHY311161
25923,PHY322195
25924,PHY419187
25925,PHY422085
25926,PHY313168
25927,PHY399180
25928,PHY403983
25929,PHY358594
25930,PHY422902
25931,PHY375769
25932,PHY333550
25933,PHY372635
25934,PHY334964
25935,PHY326214
25936,PHY335913
25937,PHY321277
25938,PHY348037
25939,PHY422836
25940,PHY417897
25941,PHY421538
25942,PHY375339
25943,PHY401091
25944,PHY405015
25945,PHY372122
25946,PHY414247
25947,PHY433582
25948,PHY343928
25949,PHY356146
25950,PHY361280
25951,PHY339740
25952,PHY327312
25953,PHY391895
25954,PHY422820
25955,PHY326949
25956,PHY313704
25957,PHY422276
25958,PHY389646
25959,PHY354219
25960,PHY379091
25961,PHY410569
25962,PHY391960
25963,PHY321871
25964,PHY312270
25965,PHY392538
25966,PHY430047
25967,PHY335243
25968,PHY319479
25969,PHY400707
25970,PHY415761
25971,PHY430134
25972,PHY426191
25973,PHY367852
25974,PHY324101
25975,PHY343397
25976,PHY393210
25977,PHY419298
25978,PHY400291
25979,PHY351309
25980,PHY382061
25981,PHY346335
25982,PHY402100
25983,PHY353888
25984,PHY386884
25985,PHY313265
25986,PHY367414
25987,PHY332152
25988,PHY367749
25989,PHY353970
25990,PHY348233
25991,PHY323948
25992,PHY374454
25993,PHY337564
25994,PHY418472
25995,PHY383029
25996,PHY380727
25997,PHY406208
25998,PHY341028
25999,PHY396198
26000,PHY428615
26001,PHY346859
26002,PHY414588
26003,PHY316221
26004,PHY373238
26005,PHY312235
26006,PHY426016
26007,PHY342313
26008,PHY380303
26009,PHY404203
26010,PHY390918
26011,PHY323915
26012,PHY431955
26013,PHY334942
26014,PHY416575
26015,PHY333762
26016,PHY334682
26017,PHY382705
26018,PHY378870
26019,PHY339160
26020,PHY345495
26021,PHY340665
26022,PHY429431
26023,PHY333469
26024,PHY431255
26025,PHY319673
26026,PHY341908
26027,PHY361533
26028,PHY430486
26029,PHY398844
26030,PHY347189
26031,PHY317988
26032,PHY404430
26033,PHY396605
26034,PHY318866
26035,PHY425816
26036,PHY392746
26037,PHY312533
26038,PHY432556
26039,PHY425346
26040,PHY403296
26041,PHY363744
26042,PHY419803
26043,PHY392072
26044,PHY377214
26045,PHY335412
26046,PHY395495
26047,PHY351087
26048,PHY397107
26049,PHY347613
26050,PHY379945
26051,PHY352087
26052,PHY353104
26053,PHY312421
26054,PHY323318
26055,PHY419959
26056,PHY428448
26057,PHY381556
26058,PHY407183
26059,PHY316601
26060,PHY385903
26061,PHY410915
26062,PHY385123
26063,PHY414079
26064,PHY387480
26065,PHY372771
26066,PHY382809
26067,PHY359297
26068,PHY426209
26069,PHY314648
26070,PHY426427
26071,PHY313982
26072,PHY371457
26073,PHY382838
26074,PHY345037
26075,PHY412271
26076,PHY413205
26077,PHY419636
26078,PHY397886
26079,PHY349906
26080,PHY430209
26081,PHY338443
26082,PHY365099
26083,PHY326024
26084,PHY375755
26085,PHY347623
26086,PHY346677
26087,PHY326707
26088,PHY327135
26089,PHY318665
26090,PHY388811
26091,PHY311486
26092,PHY356689
26093,PHY356876
26094,PHY379071
26095,PHY416540
26096,PHY332614
26097,PHY433900
26098,PHY318059
26099,PHY427093
26100,PHY327446
26101,PHY366736
26102,PHY315395
26103,PHY367234
26104,PHY400331
26105,PHY341154
26106,PHY402008
26107,PHY352908
26108,PHY421998
26109,PHY329249
26110,PHY317976
26111,PHY395720
26112,PHY422846
26113,PHY322194
26114,PHY357489
26115,PHY353063
26116,PHY317306
26117,PHY394634
26118,PHY345297
26119,PHY369399
26120,PHY373762
26121,PHY432837
26122,PHY323789
26123,PHY413389
26124,PHY381817
26125,PHY427243
26126,PHY406943
26127,PHY411389
26128,PHY427272
26129,PHY321659
26130,PHY359187
26131,PHY425419
26132,PHY340492
26133,PHY356878
26134,PHY426169
26135,PHY346372
26136,PHY421756
26137,PHY325813
26138,PHY407032
26139,PHY416320
26140,PHY318513
26141,PHY335642
26142,PHY413494
26143,PHY365561
26144,PHY342883
26145,PHY331906
26146,PHY372408
26147,PHY425983
26148,PHY392412
26149,PHY343676
26150,PHY398532
26151,PHY379418
26152,PHY360544
26153,PHY371226
26154,PHY350817
26155,PHY359248
26156,PHY380552
26157,PHY357917
26158,PHY322916
26159,PHY379249
26160,PHY382029
26161,PHY417333
26162,PHY405571
26163,PHY370720
26164,PHY365914
26165,PHY388597
26166,PHY322090
26167,PHY419488
26168,PHY400982
26169,PHY366495
26170,PHY390201
26171,PHY322986
26172,PHY384921
26173,PHY331334
26174,PHY312170
26175,PHY392495
26176,PHY383184
26177,PHY421934
26178,PHY427184
26179,PHY332312
26180,PHY313434
26181,PHY372544
26182,PHY392181
26183,PHY410645
26184,PHY432836
26185,PHY377124
26186,PHY353047
26187,PHY342707
26188,PHY381779
26189,PHY332936
26190,PHY411059
26191,PHY334692
26192,PHY365927
26193,PHY336736
26194,PHY398738
26195,PHY324897
26196,PHY335615
26197,PHY335573
26198,PHY324661
26199,PHY407434
26200,PHY431062
26201,PHY363698
26202,PHY366092
26203,PHY376519
26204,PHY336966
26205,PHY365902
26206,PHY411294
26207,PHY411439
26208,PHY311157
26209,PHY382313
26210,PHY405343
26211,PHY420250
26212,PHY364091
26213,PHY318509
26214,PHY329233
26215,PHY414373
26216,PHY320406
26217,PHY354928
26218,PHY362565
26219,PHY431772
26220,PHY351816
26221,PHY423870
26222,PHY381782
26223,PHY348144
26224,PHY403548
26225,PHY374306
26226,PHY410708
26227,PHY426394
26228,PHY387701
26229,PHY363926
26230,PHY391533
26231,PHY379818
26232,PHY395437
26233,PHY364115
26234,PHY343770
26235,PHY420692
26236,PHY418598
26237,PHY313688
26238,PHY416304
26239,PHY410278
26240,PHY359837
26241,PHY418873
26242,PHY371537
26243,PHY313708
26244,PHY385224
26245,PHY322900
26246,PHY403166
26247,PHY382303
26248,PHY318274
26249,PHY336361
26250,PHY346518
26251,PHY433342
26252,PHY431640
26253,PHY340096
26254,PHY431622
26255,PHY346169
26256,PHY433727
26257,PHY417217
26258,PHY344929
26259,PHY343432
26260,PHY407131
26261,PHY314219
26262,PHY424775
26263,PHY340698
26264,PHY385379
26265,PHY373256
26266,PHY409605
26267,PHY424456
26268,PHY339532
26269,PHY373523
26270,PHY320851
26271,PHY426294
26272,PHY376732
26273,PHY320204
26274,PHY314849
26275,PHY321560
26276,PHY420981
26277,PHY403040
26278,PHY319504
26279,PHY358314
26280,PHY386028
26281,PHY355891
26282,PHY370210
26283,PHY374968
26284,PHY349631
26285,PHY339533
26286,PHY332321
26287,PHY343485
26288,PHY317135
26289,PHY369953
26290,PHY385750
26291,PHY432972
26292,PHY317085
26293,PHY415063
26294,PHY412448
26295,PHY381245
26296,PHY413379
26297,PHY377227
26298,PHY408592
26299,PHY358738
26300,PHY419595
26301,PHY361415
26302,PHY397738
26303,PHY367877
26304,PHY397749
26305,PHY392630
26306,PHY391243
26307,PHY385904
26308,PHY324658
26309,PHY347495
26310,PHY394534
26311,PHY427464
26312,PHY358039
26313,PHY432128
26314,PHY360122
26315,PHY332851
26316,PHY418756
26317,PHY351317
26318,PHY412820
26319,PHY363142
26320,PHY425153
26321,PHY418493
26322,PHY319550
26323,PHY432678
26324,PHY369633
26325,PHY387605
26326,PHY322779
26327,PHY343369
26328,PHY342764
26329,PHY422683
26330,PHY348053
26331,PHY390783
26332,PHY360874
26333,PHY325674
26334,PHY371499
26335,PHY429611
26336,PHY363571
26337,PHY328045
26338,PHY316870
26339,PHY394860
26340,PHY362311
26341,PHY378973
26342,PHY335564
26343,PHY405090
26344,PHY410219
26345,PHY311459
26346,PHY430086
26347,PHY383023
26348,PHY383375
26349,PHY420543
26350,PHY311132
26351,PHY382970
26352,PHY377850
26353,PHY319070
26354,PHY405898
26355,PHY418592
26356,PHY362961
26357,PHY396363
26358,PHY398273
26359,PHY336719
26360,PHY382854
26361,PHY428869
26362,PHY421546
26363,PHY409525
26364,PHY362841
26365,PHY355536
26366,PHY346843
26367,PHY421481
26368,PHY386843
26369,PHY326958
26370,PHY411897
26371,PHY407847
26372,PHY396874
26373,PHY410343
26374,PHY355205
26375,PHY400770
26376,PHY361555
26377,PHY349003
26378,PHY318082
26379,PHY390897
26380,PHY416271
26381,PHY362133
26382,PHY369404
26383,PHY328324
26384,PHY421551
26385,PHY353851
26386,PHY393328
26387,PHY341270
26388,PHY418916
26389,PHY379870
26390,PHY398466
26391,PHY379856
26392,PHY376303
26393,PHY426113
26394,PHY312701
26395,PHY357780
26396,PHY344215
26397,PHY407890
26398,PHY429988
26399,PHY379915
26400,PHY360347
26401,PHY414497
26402,PHY408571
26403,PHY428121
26404,PHY408577
26405,PHY339277
26406,PHY403083
26407,PHY370780
26408,PHY395025
26409,PHY413372
26410,PHY418019
26411,PHY326593
26412,PHY386301
26413,PHY332576
26414,PHY352193
26415,PHY407722
26416,PHY378555
26417,PHY347945
26418,PHY355479
26419,PHY360272
26420,PHY399233
26421,PHY417097
26422,PHY331048
26423,PHY419105
26424,PHY411790
26425,PHY433663
26426,PHY358146
26427,PHY338927
26428,PHY336201
26429,PHY377758
26430,PHY381639
26431,PHY385098
26432,PHY378541
26433,PHY362766
26434,PHY396992
26435,PHY398407
26436,PHY369227
26437,PHY342276
26438,PHY334702
26439,PHY337747
26440,PHY316855
26441,PHY419598
26442,PHY381492
26443,PHY407833
26444,PHY389498
26445,PHY329872
26446,PHY406401
26447,PHY335115
26448,PHY403914
26449,PHY396892
26450,PHY417202
26451,PHY376444
26452,PHY316719
26453,PHY401544
26454,PHY399327
26455,PHY420537
26456,PHY319606
26457,PHY341246
26458,PHY422792
26459,PHY395435
26460,PHY380909
26461,PHY331679
26462,PHY423789
26463,PHY323983
26464,PHY374595
26465,PHY334852
26466,PHY382145
26467,PHY384717
26468,PHY375556
26469,PHY355348
26470,PHY401754
26471,PHY335969
26472,PHY414902
26473,PHY418073
26474,PHY403494
26475,PHY380924
26476,PHY347973
26477,PHY410005
26478,PHY339961
26479,PHY407936
26480,PHY374552
26481,PHY359964
26482,PHY330552
26483,PHY422719
26484,PHY382404
26485,PHY422463
26486,PHY414822
26487,PHY388316
26488,PHY368898
26489,PHY412059
26490,PHY369776
26491,PHY387280
26492,PHY323546
26493,PHY359446
26494,PHY371539
26495,PHY345414
26496,PHY375965
26497,PHY424373
26498,PHY343447
26499,PHY357375
26500,PHY406941
26501,PHY368254
26502,PHY400404
26503,PHY423503
26504,PHY316308
26505,PHY396029
26506,PHY388666
26507,PHY331542
26508,PHY431143
26509,PHY414051
26510,PHY432505
26511,PHY424189
26512,PHY408019
26513,PHY427255
26514,PHY367281
26515,PHY384692
26516,PHY367088
26517,PHY346858
26518,PHY409299
26519,PHY409956
26520,PHY362109
26521,PHY370391
26522,PHY386475
26523,PHY358014
26524,PHY388304
26525,PHY404576
26526,PHY365523
26527,PHY325416
26528,PHY354251
26529,PHY353249
26530,PHY353049
26531,PHY384741
26532,PHY349709
26533,PHY374012
26534,PHY386630
26535,PHY396384
26536,PHY326610
26537,PHY381874
26538,PHY363520
26539,PHY353533
26540,PHY320322
26541,PHY429607
26542,PHY318765
26543,PHY325828
26544,PHY329295
26545,PHY360763
26546,PHY382072
26547,PHY340238
26548,PHY374839
26549,PHY375807
26550,PHY416356
26551,PHY381686
26552,PHY344299
26553,PHY412637
26554,PHY406223
26555,PHY367076
26556,PHY367293
26557,PHY403918
26558,PHY332635
26559,PHY402746
26560,PHY414428
26561,PHY409383
26562,PHY419141
26563,PHY326320
26564,PHY336796
26565,PHY402956
26566,PHY361870
26567,PHY321664
26568,PHY392256
26569,PHY426197
26570,PHY314616
26571,PHY420222
26572,PHY386122
26573,PHY430127
26574,PHY340802
26575,PHY318871
26576,PHY371700
26577,PHY312850
26578,PHY326810
26579,PHY341045
26580,PHY367689
26581,PHY324401
26582,PHY418597
26583,PHY391384
26584,PHY344819
26585,PHY413496
26586,PHY316169
26587,PHY370542
26588,PHY339995
26589,PHY362757
26590,PHY371575
26591,PHY323392
26592,PHY332557
26593,PHY423967
26594,PHY407649
26595,PHY359275
26596,PHY350613
26597,PHY426292
26598,PHY368125
26599,PHY366141
26600,PHY422834
26601,PHY322148
26602,PHY425670
26603,PHY355695
26604,PHY405974
26605,PHY363542
26606,PHY417960
26607,PHY428981
26608,PHY422428
26609,PHY390505
26610,PHY391906
26611,PHY420113
26612,PHY334947
26613,PHY414970
26614,PHY400139
26615,PHY405545
26616,PHY415210
26617,PHY409635
26618,PHY378272
26619,PHY392895
26620,PHY408218
26621,PHY420581
26622,PHY431181
26623,PHY334463
26624,PHY364690
26625,PHY345931
26626,PHY383660
26627,PHY321435
26628,PHY424047
26629,PHY386593
26630,PHY354407
26631,PHY329214
26632,PHY413573
26633,PHY412095
26634,PHY367499
26635,PHY334211
26636,PHY349403
26637,PHY416521
26638,PHY332165
26639,PHY314910
26640,PHY363928
26641,PHY331687
26642,PHY336181
26643,PHY323576
26644,PHY355237
26645,PHY387080
26646,PHY313969
26647,PHY419154
26648,PHY392404
26649,PHY403033
26650,PHY335794
26651,PHY370924
26652,PHY426912
26653,PHY378902
26654,PHY385795
26655,PHY425251
26656,PHY416142
26657,PHY428401
26658,PHY318224
26659,PHY328273
26660,PHY389460
26661,PHY332207
26662,PHY413682
26663,PHY408200
26664,PHY350894
26665,PHY346417
26666,PHY325066
26667,PHY414421
26668,PHY370870
26669,PHY429664
26670,PHY404752
26671,PHY313883
26672,PHY345078
26673,PHY428792
26674,PHY358273
26675,PHY432332
26676,PHY367220
26677,PHY332124
26678,PHY359955
26679,PHY393075
26680,PHY382936
26681,PHY423252
26682,PHY398394
26683,PHY331047
26684,PHY317768
26685,PHY401177
26686,PHY370640
26687,PHY320840
26688,PHY319069
26689,PHY320718
26690,PHY392068
26691,PHY365271
26692,PHY413427
26693,PHY400116
26694,PHY397147
26695,PHY360117
26696,PHY347669
26697,PHY371733
26698,PHY346226
26699,PHY430449
26700,PHY334168
26701,PHY358449
26702,PHY369989
26703,PHY329084
26704,PHY320318
26705,PHY411043
26706,PHY372825
26707,PHY403079
26708,PHY380121
26709,PHY415664
26710,PHY391772
26711,PHY408234
26712,PHY366417
26713,PHY313279
26714,PHY421955
26715,PHY402451
26716,PHY367284
26717,PHY361383
26718,PHY393829
26719,PHY404608
26720,PHY388027
26721,PHY341869
26722,PHY321009
26723,PHY392032
26724,PHY390102
26725,PHY388151
26726,PHY312412
26727,PHY376560
26728,PHY330078
26729,PHY415042
26730,PHY376088
26731,PHY414156
26732,PHY349258
26733,PHY386138
26734,PHY377958
26735,PHY430756
26736,PHY320468
26737,PHY351528
26738,PHY318403
26739,PHY316199
26740,PHY323509
26741,PHY363543
26742,PHY420688
26743,PHY369646
26744,PHY420474
26745,PHY319902
26746,PHY388650
26747,PHY320361
26748,PHY316473
26749,PHY358802
26750,PHY357029
26751,PHY355572
26752,PHY372932
26753,PHY381949
26754,PHY355405
26755,PHY335471
26756,PHY329895
26757,PHY323288
26758,PHY396677
26759,PHY316065
26760,PHY396279
26761,PHY375137
26762,PHY413608
26763,PHY427799
26764,PHY414553
26765,PHY395807
26766,PHY325178
26767,PHY316741
26768,PHY422525
26769,PHY367138
26770,PHY369390
26771,PHY317900
26772,PHY393208
26773,PHY360053
26774,PHY331634
26775,PHY408430
26776,PHY354408
26777,PHY329162
26778,PHY376051
26779,PHY428884
26780,PHY431942
26781,PHY313484
26782,PHY377098
26783,PHY416635
26784,PHY324703
26785,PHY328941
26786,PHY375276
26787,PHY363615
26788,PHY381401
26789,PHY420662
26790,PHY386642
26791,PHY381307
26792,PHY322622
26793,PHY380410
26794,PHY415897
26795,PHY329671
26796,PHY317006
26797,PHY413839
26798,PHY326936
26799,PHY399858
26800,PHY339734
26801,PHY344355
26802,PHY379141
26803,PHY409803
26804,PHY413478
26805,PHY357688
26806,PHY346659
26807,PHY374028
26808,PHY321115
26809,PHY345804
26810,PHY398215
26811,PHY325012
26812,PHY327585
26813,PHY320677
26814,PHY383006
26815,PHY385519
26816,PHY348163
26817,PHY428452
26818,PHY376173
26819,PHY419599
26820,PHY329049
26821,PHY393414
26822,PHY372587
26823,PHY340033
26824,PHY342503
26825,PHY345941
26826,PHY368794
26827,PHY413978
26828,PHY314252
26829,PHY401135
26830,PHY365214
26831,PHY413786
26832,PHY314024
26833,PHY366057
26834,PHY345695
26835,PHY338186
26836,PHY332984
26837,PHY410511
26838,PHY427614
26839,PHY411566
26840,PHY357835
26841,PHY333197
26842,PHY421401
26843,PHY364947
26844,PHY369164
26845,PHY363092
26846,PHY355720
26847,PHY388209
26848,PHY317525
26849,PHY374805
26850,PHY433841
26851,PHY404218
26852,PHY356178
26853,PHY411002
26854,PHY326475
26855,PHY373647
26856,PHY316012
26857,PHY426763
26858,PHY341834
26859,PHY325098
26860,PHY374855
26861,PHY380063
26862,PHY337057
26863,PHY395769
26864,PHY314634
26865,PHY311128
26866,PHY314269
26867,PHY353371
26868,PHY368489
26869,PHY398818
26870,PHY360404
26871,PHY390390
26872,PHY389465
26873,PHY362299
26874,PHY412651
26875,PHY407062
26876,PHY359986
26877,PHY369109
26878,PHY361884
26879,PHY330405
26880,PHY365784
26881,PHY407329
26882,PHY426241
26883,PHY380286
26884,PHY378397
26885,PHY326079
26886,PHY322365
26887,PHY346460
26888,PHY371899
26889,PHY346084
26890,PHY313472
26891,PHY426180
26892,PHY372520
26893,PHY412988
26894,PHY394645
26895,PHY349146
26896,PHY348169
26897,PHY374675
26898,PHY369623
26899,PHY312992
26900,PHY391316
26901,PHY386717
26902,PHY425290
26903,PHY386513
26904,PHY358244
26905,PHY319513
26906,PHY356407
26907,PHY391247
26908,PHY363219
26909,PHY406982
26910,PHY311793
26911,PHY396993
26912,PHY398058
26913,PHY398942
26914,PHY358955
26915,PHY388435
26916,PHY430782
26917,PHY375704
26918,PHY374872
26919,PHY344063
26920,PHY364995
26921,PHY341950
26922,PHY380568
26923,PHY430066
26924,PHY392235
26925,PHY365760
26926,PHY372264
26927,PHY367608
26928,PHY373370
26929,PHY385221
26930,PHY374917
26931,PHY387402
26932,PHY329899
26933,PHY314011
26934,PHY346853
26935,PHY365096
26936,PHY326647
26937,PHY337012
26938,PHY346324
26939,PHY322133
26940,PHY396876
26941,PHY419560
26942,PHY334295
26943,PHY393265
26944,PHY380972
26945,PHY343330
26946,PHY373694
26947,PHY410658
26948,PHY372757
26949,PHY328760
26950,PHY395134
26951,PHY346584
26952,PHY326651
26953,PHY327513
26954,PHY370932
26955,PHY321182
26956,PHY387228
26957,PHY373830
26958,PHY427362
26959,PHY395289
26960,PHY382331
26961,PHY337264
26962,PHY428038
26963,PHY328578
26964,PHY424638
26965,PHY372163
26966,PHY427621
26967,PHY314407
26968,PHY366518
26969,PHY407253
26970,PHY418396
26971,PHY415275
26972,PHY337453
26973,PHY364017
26974,PHY408477
26975,PHY368399
26976,PHY348980
26977,PHY431572
26978,PHY318632
26979,PHY363870
26980,PHY316531
26981,PHY395341
26982,PHY374943
26983,PHY329220
26984,PHY416785
26985,PHY422189
26986,PHY380065
26987,PHY339529
26988,PHY349621
26989,PHY416636
26990,PHY312548
26991,PHY376092
26992,PHY329183
26993,PHY422148
26994,PHY376332
26995,PHY350212
26996,PHY334387
26997,PHY397788
26998,PHY351397
26999,PHY427518
27000,PHY311510
27001,PHY386580
27002,PHY367258
27003,PHY335746
27004,PHY391475
27005,PHY429712
27006,PHY386071
27007,PHY393978
27008,PHY384453
27009,PHY356085
27010,PHY362571
27011,PHY433477
27012,PHY420794
27013,PHY400628
27014,PHY326669
27015,PHY350090
27016,PHY409915
27017,PHY408142
27018,PHY430052
27019,PHY424668
27020,PHY353094
27021,PHY423806
27022,PHY314756
27023,PHY402625
27024,PHY379148
27025,PHY393660
27026,PHY430665
27027,PHY370967
27028,PHY362433
27029,PHY416475
27030,PHY431318
27031,PHY399384
27032,PHY423327
27033,PHY388785
27034,PHY415980
27035,PHY350572
27036,PHY351871
27037,PHY421421
27038,PHY319877
27039,PHY420535
27040,PHY433352
27041,PHY407406
27042,PHY401307
27043,PHY390181
27044,PHY348782
27045,PHY361458
27046,PHY386428
27047,PHY384750
27048,PHY392780
27049,PHY374885
27050,PHY415627
27051,PHY390637
27052,PHY383199
27053,PHY399984
27054,PHY367119
27055,PHY343132
27056,PHY417032
27057,PHY330093
27058,PHY366699
27059,PHY379473
27060,PHY431439
27061,PHY329329
27062,PHY384269
27063,PHY363102
27064,PHY380524
27065,PHY335682
27066,PHY407018
27067,PHY336420
27068,PHY354746
27069,PHY321592
27070,PHY350788
27071,PHY323602
27072,PHY384695
27073,PHY349870
27074,PHY340139
27075,PHY401649
27076,PHY427029
27077,PHY373381
27078,PHY412603
27079,PHY410308
27080,PHY399329
27081,PHY330937
27082,PHY353213
27083,PHY431289
27084,PHY420840
27085,PHY346241
27086,PHY423888
27087,PHY361997
27088,PHY372133
27089,PHY430476
27090,PHY331621
27091,PHY363716
27092,PHY366166
27093,PHY315693
27094,PHY397817
27095,PHY430397
27096,PHY389692
27097,PHY430981
27098,PHY418672
27099,PHY385772
27100,PHY423945
27101,PHY356781
27102,PHY383659
27103,PHY345381
27104,PHY400438
27105,PHY328140
27106,PHY340836
27107,PHY328972
27108,PHY333371
27109,PHY361730
27110,PHY395779
27111,PHY427422
27112,PHY368527
27113,PHY324132
27114,PHY341720
27115,PHY318580
27116,PHY340094
27117,PHY384615
27118,PHY340926
27119,PHY355619
27120,PHY411527
27121,PHY346890
27122,PHY399744
27123,PHY339370
27124,PHY334703
27125,PHY315004
27126,PHY404089
27127,PHY424350
27128,PHY366514
27129,PHY355111
27130,PHY357098
27131,PHY316977
27132,PHY374588
27133,PHY393276
27134,PHY349672
27135,PHY410964
27136,PHY391616
27137,PHY394679
27138,PHY346303
27139,PHY405145
27140,PHY320646
27141,PHY410705
27142,PHY347767
27143,PHY357142
27144,PHY419523
27145,PHY411157
27146,PHY414699
27147,PHY324124
27148,PHY317878
27149,PHY347676
27150,PHY424233
27151,PHY390293
27152,PHY399932
27153,PHY317822
27154,PHY364621
27155,PHY365672
27156,PHY332827
27157,PHY368713
27158,PHY349846
27159,PHY321075
27160,PHY317622
27161,PHY345728
27162,PHY367203
27163,PHY395652
27164,PHY385460
27165,PHY401124
27166,PHY344573
27167,PHY314729
27168,PHY342964
27169,PHY366556
27170,PHY360675
27171,PHY423662
27172,PHY314771
27173,PHY333797
27174,PHY358545
27175,PHY414038
27176,PHY368195
27177,PHY364498
27178,PHY393907
27179,PHY341987
27180,PHY424795
27181,PHY353536
27182,PHY380078
27183,PHY413889
27184,PHY328293
27185,PHY369604
27186,PHY404000
27187,PHY322410
27188,PHY405905
27189,PHY363594
27190,PHY315988
27191,PHY417063
27192,PHY372748
27193,PHY409691
27194,PHY377145
27195,PHY386789
27196,PHY433298
27197,PHY335960
27198,PHY333752
27199,PHY358871
27200,PHY329884
27201,PHY412022
27202,PHY335924
27203,PHY408823
27204,PHY431742
27205,PHY314685
27206,PHY405576
27207,PHY353955
27208,PHY381242
27209,PHY349504
27210,PHY326874
27211,PHY422662
27212,PHY431435
27213,PHY423669
27214,PHY335154
27215,PHY378331
27216,PHY361439
27217,PHY426071
27218,PHY385407
27219,PHY402745
27220,PHY316913
27221,PHY350881
27222,PHY413176
27223,PHY340293
27224,PHY321709
27225,PHY316937
27226,PHY392635
27227,PHY424509
27228,PHY400822
27229,PHY322613
27230,PHY376955
27231,PHY375477
27232,PHY341353
27233,PHY363976
27234,PHY368704
27235,PHY378935
27236,PHY352250
27237,PHY385369
27238,PHY432989
27239,PHY424093
27240,PHY315222
27241,PHY328447
27242,PHY403180
27243,PHY400366
27244,PHY357160
27245,PHY385541
27246,PHY357060
27247,PHY415966
27248,PHY351847
27249,PHY404899
27250,PHY402136
27251,PHY427718
27252,PHY365644
27253,PHY385056
27254,PHY335886
27255,PHY426771
27256,PHY424605
27257,PHY414455
27258,PHY379210
27259,PHY326558
27260,PHY319203
27261,PHY422954
27262,PHY336360
27263,PHY388419
27264,PHY403251
27265,PHY411023
27266,PHY355631
27267,PHY368340
27268,PHY415040
27269,PHY336440
27270,PHY334192
27271,PHY391884
27272,PHY422320
27273,PHY351440
27274,PHY410433
27275,PHY400784
27276,PHY351289
27277,PHY329955
27278,PHY430003
27279,PHY388746
27280,PHY311344
27281,PHY313158
27282,PHY328698
27283,PHY360774
27284,PHY394164
27285,PHY371781
27286,PHY340381
27287,PHY403132
27288,PHY345772
27289,PHY318514
27290,PHY370203
27291,PHY417421
27292,PHY411928
27293,PHY363950
27294,PHY350013
27295,PHY431502
27296,PHY351226
27297,PHY402126
27298,PHY429003
27299,PHY333275
27300,PHY355099
27301,PHY357071
27302,PHY425546
27303,PHY371039
27304,PHY328405
27305,PHY338536
27306,PHY360061
27307,PHY328723
27308,PHY368137
27309,PHY400601
27310,PHY397792
27311,PHY385461
27312,PHY351294
27313,PHY392573
27314,PHY354442
27315,PHY348987
27316,PHY413959
27317,PHY419892
27318,PHY377864
27319,PHY414755
27320,PHY326562
27321,PHY411618
27322,PHY380257
27323,PHY426675
27324,PHY392506
27325,PHY428724
27326,PHY354907
27327,PHY314126
27328,PHY323820
27329,PHY390921
27330,PHY323207
